Sample,Taxon,Observed,Count,Expected,Plate,Barcode,Mixture_type,Num_species,Table
D6P2,Bactrocera_tryoni,1.244777347,1725,0.01,1,41,DNA,15,above
D6P2,Bradysia_ocellaris,0,0,0,1,41,DNA,15,above
D6P2,Carpophilus_davidsoni,27.08924152,37540,0.5,1,41,DNA,15,above
D6P2,Carpophilus_dimidiatus,4.463879809,6186,0.01,1,41,DNA,15,above
D6P2,Diuraphis_noxia,0.015875421,22,0.01,1,41,DNA,15,above
D6P2,Drosophila_hydeii,0.566463894,785,0.01,1,41,DNA,15,above
D6P2,Drosophila_melanogaster,4.243788741,5881,0.1,1,41,DNA,15,above
D6P2,Drosophila_simulans,0.308849104,428,0.01,1,41,DNA,15,above
D6P2,Lysiphlebus_testaceipes,0.207102086,287,0.01,1,41,DNA,15,above
D6P2,Metopolophium_dirhodum,0.077933886,108,0.01,1,41,DNA,15,above
D6P2,Psyllid_sp,6.093275316,8444,0.01,1,41,DNA,15,above
D6P2,Rhopalosiphum_padi,0.285757582,396,0.01,1,41,DNA,15,above
D6P2,Scaptodrosophila_lativittata,0.808203263,1120,0.01,1,41,DNA,15,above
PCRpool6P2,Acizzia_alternata,0.989782124,2072,0.01,1,42,PCR,15,above
PCRpool6P2,Acizzia_solanicola,28.44763756,59552,0.25,1,42,PCR,15,above
PCRpool6P2,Aphidius_colemani,4.876778813,10209,0.04,1,42,PCR,15,above
PCRpool6P2,Bactrocera_tryoni,1.300760967,2723,0.01,1,42,PCR,15,above
PCRpool6P2,Bradysia_ocellaris,0,0,0,1,42,PCR,15,above
PCRpool6P2,Carpophilus_davidsoni,42.69343027,89374,0.5,1,42,PCR,15,above
PCRpool6P2,Carpophilus_dimidiatus,0.915739542,1917,0.01,1,42,PCR,15,above
PCRpool6P2,Diuraphis_noxia,0.547915104,1147,0.01,1,42,PCR,15,above
PCRpool6P2,Drosophila_hydeii,1.04089539,2179,0.01,1,42,PCR,15,above
PCRpool6P2,Drosophila_melanogaster,11.21100225,23469,0.1,1,42,PCR,15,above
PCRpool6P2,Drosophila_simulans,2.053606829,4299,0.01,1,42,PCR,15,above
PCRpool6P2,Lysiphlebus_testaceipes,0.478649463,1002,0.01,1,42,PCR,15,above
PCRpool6P2,Metopolophium_dirhodum,0.593773735,1243,0.01,1,42,PCR,15,above
PCRpool6P2,Psyllid_sp,2.651202117,5550,0.01,1,42,PCR,15,above
PCRpool6P2,Rhopalosiphum_padi,1.168439708,2446,0.01,1,42,PCR,15,above
PCRpool6P2,Scaptodrosophila_lativittata,1.03038612,2157,0.01,1,42,PCR,15,above
I7P2,Acizzia_alternata,0.414535079,2281,0.00990099,1,43,Insects,16,above
I7P2,Acizzia_solanicola,90.9758203,500599,0.495049505,1,43,Insects,16,above
I7P2,Aphidius_colemani,0.527210112,2901,0.089108911,1,43,Insects,16,above
I7P2,Bactrocera_tryoni,0.803627409,4422,0.00990099,1,43,Insects,16,above
I7P2,Bradysia_ocellaris,0.007269357,40,0.00990099,1,43,Insects,16,above
I7P2,Carpophilus_davidsoni,0.093592971,515,0.04950495,1,43,Insects,16,above
I7P2,Carpophilus_dimidiatus,0.007632825,42,0.00990099,1,43,Insects,16,above
I7P2,Diuraphis_noxia,0.0101771,56,0.00990099,1,43,Insects,16,above
I7P2,Drosophila_hydeii,0.724754886,3988,0.00990099,1,43,Insects,16,above
I7P2,Drosophila_melanogaster,2.503929996,13778,0.247524752,1,43,Insects,16,above
I7P2,Drosophila_simulans,0.01853686,102,0.00990099,1,43,Insects,16,above
I7P2,Lysiphlebus_testaceipes,0.006178953,34,0.00990099,1,43,Insects,16,above
I7P2,Metopolophium_dirhodum,0.078872523,434,0.00990099,1,43,Insects,16,above
I7P2,Psyllid_sp,3.625228303,19948,0.00990099,1,43,Insects,16,above
I7P2,Rhopalosiphum_padi,0.195363968,1075,0.00990099,1,43,Insects,16,above
I7P2,Scaptodrosophila_lativittata,0.007269357,40,0.00990099,1,43,Insects,16,above
D7P2,Acizzia_alternata,9.383448561,18187,0.00990099,1,44,DNA,16,above
D7P2,Acizzia_solanicola,63.28655454,122662,0.495049505,1,44,DNA,16,above
D7P2,Aphidius_colemani,4.328758642,8390,0.089108911,1,44,DNA,16,above
D7P2,Bactrocera_tryoni,0.875554638,1697,0.00990099,1,44,DNA,16,above
D7P2,Bradysia_ocellaris,0.734702301,1424,0.00990099,1,44,DNA,16,above
D7P2,Carpophilus_davidsoni,2.073573419,4019,0.04950495,1,44,DNA,16,above
D7P2,Carpophilus_dimidiatus,3.478485192,6742,0.00990099,1,44,DNA,16,above
D7P2,Diuraphis_noxia,0.014962336,29,0.00990099,1,44,DNA,16,above
D7P2,Drosophila_hydeii,0.460220823,892,0.00990099,1,44,DNA,16,above
D7P2,Drosophila_melanogaster,9.436074708,18289,0.247524752,1,44,DNA,16,above
D7P2,Drosophila_simulans,0.248168404,481,0.00990099,1,44,DNA,16,above
D7P2,Lysiphlebus_testaceipes,0.165101641,320,0.00990099,1,44,DNA,16,above
D7P2,Metopolophium_dirhodum,0.046950779,91,0.00990099,1,44,DNA,16,above
D7P2,Psyllid_sp,4.780208441,9265,0.00990099,1,44,DNA,16,above
D7P2,Rhopalosiphum_padi,0.204829223,397,0.00990099,1,44,DNA,16,above
D7P2,Scaptodrosophila_lativittata,0.482406356,935,0.00990099,1,44,DNA,16,above
PCRpool7P2,Acizzia_alternata,0.916830075,1931,0.00990099,1,45,PCR,16,above
PCRpool7P2,Acizzia_solanicola,46.32532037,97569,0.495049505,1,45,PCR,16,above
PCRpool7P2,Aphidius_colemani,9.635024713,20293,0.089108911,1,45,PCR,16,above
PCRpool7P2,Bactrocera_tryoni,1.02033549,2149,0.00990099,1,45,PCR,16,above
PCRpool7P2,Bradysia_ocellaris,0.717415973,1511,0.00990099,1,45,PCR,16,above
PCRpool7P2,Carpophilus_davidsoni,3.731417692,7859,0.04950495,1,45,PCR,16,above
PCRpool7P2,Carpophilus_dimidiatus,0.845610753,1781,0.00990099,1,45,PCR,16,above
PCRpool7P2,Diuraphis_noxia,0.448206935,944,0.00990099,1,45,PCR,16,above
PCRpool7P2,Drosophila_hydeii,0.892615506,1880,0.00990099,1,45,PCR,16,above
PCRpool7P2,Drosophila_melanogaster,28.54280519,60116,0.247524752,1,45,PCR,16,above
PCRpool7P2,Drosophila_simulans,1.756743283,3700,0.00990099,1,45,PCR,16,above
PCRpool7P2,Lysiphlebus_testaceipes,0.431589093,909,0.00990099,1,45,PCR,16,above
PCRpool7P2,Metopolophium_dirhodum,0.582574056,1227,0.00990099,1,45,PCR,16,above
PCRpool7P2,Psyllid_sp,2.283766268,4810,0.00990099,1,45,PCR,16,above
PCRpool7P2,Rhopalosiphum_padi,1.044075265,2199,0.00990099,1,45,PCR,16,above
PCRpool7P2,Scaptodrosophila_lativittata,0.825669343,1739,0.00990099,1,45,PCR,16,above
I8P2,Acizzia_alternata,22.00635564,119456,0.01,1,46,Insects,15,above
I8P2,Acizzia_solanicola,43.3915166,235540,0.05,1,46,Insects,15,above
I8P2,Aphidius_colemani,0.607746511,3299,0.2,1,46,Insects,15,above
I8P2,Bactrocera_tryoni,10.3558237,56214,0.01,1,46,Insects,15,above
I8P2,Bradysia_ocellaris,0,0,0,1,46,Insects,15,above
I8P2,Carpophilus_davidsoni,1.019481417,5534,0.1,1,46,Insects,15,above
I8P2,Carpophilus_dimidiatus,0.213881085,1161,0.01,1,46,Insects,15,above
I8P2,Diuraphis_noxia,0.069451481,377,0.01,1,46,Insects,15,above
I8P2,Drosophila_hydeii,1.984064846,10770,0.01,1,46,Insects,15,above
I8P2,Drosophila_melanogaster,11.92317966,64722,0.5,1,46,Insects,15,above
I8P2,Drosophila_simulans,0.282227237,1532,0.01,1,46,Insects,15,above
I8P2,Lysiphlebus_testaceipes,0.071662138,389,0.05,1,46,Insects,15,above
I8P2,Metopolophium_dirhodum,1.063878782,5775,0.01,1,46,Insects,15,above
I8P2,Psyllid_sp,5.8727951,31879,0.01,1,46,Insects,15,above
I8P2,Rhopalosiphum_padi,1.071431861,5816,0.01,1,46,Insects,15,above
I8P2,Scaptodrosophila_lativittata,0.066503938,361,0.01,1,46,Insects,15,above
D8P2,Acizzia_alternata,9.988375212,12287,0.01,1,47,DNA,15,above
D8P2,Acizzia_solanicola,11.80769512,14525,0.05,1,47,DNA,15,above
D8P2,Aphidius_colemani,18.97360442,23340,0.2,1,47,DNA,15,above
D8P2,Bactrocera_tryoni,1.299049694,1598,0.01,1,47,DNA,15,above
D8P2,Bradysia_ocellaris,0,0,0,1,47,DNA,15,above
D8P2,Carpophilus_davidsoni,6.907400031,8497,0.1,1,47,DNA,15,above
D8P2,Carpophilus_dimidiatus,6.053831709,7447,0.01,1,47,DNA,15,above
D8P2,Diuraphis_noxia,0.037394422,46,0.01,1,47,DNA,15,above
D8P2,Drosophila_hydeii,0.95193191,1171,0.01,1,47,DNA,15,above
D8P2,Drosophila_melanogaster,32.24049491,39660,0.5,1,47,DNA,15,above
D8P2,Drosophila_simulans,0.482875794,594,0.01,1,47,DNA,15,above
D8P2,Lysiphlebus_testaceipes,1.351889638,1663,0.05,1,47,DNA,15,above
D8P2,Metopolophium_dirhodum,0.126815865,156,0.01,1,47,DNA,15,above
D8P2,Psyllid_sp,8.496662954,10452,0.01,1,47,DNA,15,above
D8P2,Rhopalosiphum_padi,0.468243194,576,0.01,1,47,DNA,15,above
D8P2,Scaptodrosophila_lativittata,0.813735134,1001,0.01,1,47,DNA,15,above
PCRpool8P2,Acizzia_alternata,0.824113411,1451,0.01,1,48,PCR,15,above
PCRpool8P2,Acizzia_solanicola,4.540859213,7995,0.05,1,48,PCR,15,above
PCRpool8P2,Aphidius_colemani,21.27530272,37459,0.2,1,48,PCR,15,above
PCRpool8P2,Bactrocera_tryoni,1.119453847,1971,0.01,1,48,PCR,15,above
PCRpool8P2,Bradysia_ocellaris,0,0,0,1,48,PCR,15,above
PCRpool8P2,Carpophilus_davidsoni,7.573210351,13334,0.1,1,48,PCR,15,above
PCRpool8P2,Carpophilus_dimidiatus,0.787195856,1386,0.01,1,48,PCR,15,above
PCRpool8P2,Diuraphis_noxia,0.521957426,919,0.01,1,48,PCR,15,above
PCRpool8P2,Drosophila_hydeii,0.964400118,1698,0.01,1,48,PCR,15,above
PCRpool8P2,Drosophila_melanogaster,53.32485176,93888,0.5,1,48,PCR,15,above
PCRpool8P2,Drosophila_simulans,1.811799986,3190,0.01,1,48,PCR,15,above
PCRpool8P2,Lysiphlebus_testaceipes,2.396801236,4220,0.05,1,48,PCR,15,above
PCRpool8P2,Metopolophium_dirhodum,0.572506077,1008,0.01,1,48,PCR,15,above
PCRpool8P2,Psyllid_sp,2.42633528,4272,0.01,1,48,PCR,15,above
PCRpool8P2,Rhopalosiphum_padi,0.959856419,1690,0.01,1,48,PCR,15,above
PCRpool8P2,Scaptodrosophila_lativittata,0.901356294,1587,0.01,1,48,PCR,15,above
